;LENGTH;BUILD YEAR;TOP SPEED;BEAM;GT;GUESTS;CREW;BROKER;CHARTER;Name:;Yacht Type:;Series, Model, Class:;Builder:;Naval Architect:;Exterior Designer:;Interior Designer:;Length Overall:;Length at Waterline:;Beam:;Max Draught:;Gross Tonnage:;Displacement Tonnage:;Year of Build:;Hull Number:;Hull Type:;Classification:;Max Speed:;Cruising Speed:;Fuel Capacity:;Water Capacity:;Engine Make:;Total power:;Hull:;Superstructure:;Deck:;Guests:;Passenger Rooms:;Master Rooms:;Double Rooms:;Twin Rooms:;Number of Decks:;Range:;;VIP Rooms:;Refits:;Single Rooms:;Triple Rooms:;Yacht Subtype:;Convertible:;Crew bunk beds:;Pullman Beds:;MCA Compliant:;Engine Model;Build time:
483;42.84 m;1993;12 kn;8.4 m;152;8;4;https://moraviayachting.mc/buy/asgard;;ASGARD;Sail Yacht;;Abeking & Rasmussen;;;;42.84 metres;30.48 metres;8.4 metres;3 metres;152;190;1993;6407;Monohull;;12 kn;10 kn;10750 litres;6300 litres;MTU;985hp;Mahogany;Mahogany,Teak;Teak;8;4;;;;;2500 nm;@ 10 kn;;2015-05-01;;;;;;;;;
484;27.71 m;2009;28 kn;6.3 m;87;8;4;https://www.northropandjohnson.com/;Price from €47,000 p/w •;MR SEA;Motor Yacht;90 Yacht;Sunseeker;;;;27.71 metres;21.03 metres;6.3 metres;2 metres;87;71;2009;;Deep V / Planing;;28 kn;22 kn;8500 litres;1500 litres;MTU;3640hp;GRP;GRP;Teak;8;4;1;1;2;2;450 nm;@ 25 kn;1;;;;;;;;;;
485;36.2 m;2008;18 kn;7.6 m;;10;6;https://www.boatinternational.com/yachts-for-sale/yacht-zoo.com/yachts/deniz-custom-36m-yacht-for-sale;;DENIZ;Motor Yacht;Ocean Concept 36M;Concept Marine;;;;36.2 metres;;7.6 metres;1.95 metres;;;2008;;Full Displacement;;18 kn;14 kn;35000 litres;7000 litres;Fiat Iveco;2400hp;Steel;Steel;Teak;10;5;;;;2;;;;;;;;;;;;;
486;32.2 m;2019;31 kn;7.05 m;199;11;5;https://www.fraseryachts.com/;;SALT;Motor Yacht;SL106;Sanlorenzo;;;;32.2 metres;27 metres;7.05 metres;2 metres;199;125;2019;705;Deep V / Planing;RINA;31 kn;22 kn;8300 litres;2800 litres;MTU;5274hp;GRP;GRP;Teak;11;5;1;2;2;2;1406 nm;@ 11 kn;1;;;;;;;;;;
487;33.53 m;1939;11 kn;5.64 m;133;6;4;https://www.edmiston.com/;;IDUNA;Sail Yacht;;Feadship;;;;33.53 metres;25 metres;5.64 metres;2.77 metres;133;139;1939;348;Monohull;;11 kn;9 kn;4000 litres;3000 litres;Caterpillar;340hp;Steel;Steel,Teak;Teak;6;;;;;;1500 nm;@ 9.5 kn;;2002-01-01,1980-01-01,2021-10-12,2019-11-28;;;;;;;;;
488;28.65 m;1968;12 kn;5.64 m;79;6;5;https://www.bernard-gallay.com/buy-yacht-for-sale/telstar-vi;;TELSTAR VI;Motor Yacht;;Craglietto;;;;28.65 metres;21.34 metres;5.64 metres;2.74 metres;79;87;1968;62;Monohull;LR;12 kn;9 kn;4400 litres;3400 litres;Volvo Penta;544hp;Mahogany,Oak,Teak;Mahogany;Teak;6;;;;;;1500 nm;@ 9 kn;;1994-01-01;;;Classic Yacht;;;;;;
489;21.95 m;2009;;5.49 m;;6;2;https://www.superyachtpartners.com/yachts/nadejda/;;NADEJDA;Sail Yacht;;Shipman - Seaway;;J&J Design, Seaway;J&J Design, Seaway;21.95 metres;20.19 metres;5.49 metres;4 metres;;29.07;2009;;;;;;1250 litres;1600 litres;Yanmar 4LHA-STP - 250HP;;;;;6;3;;;;;400 nm;@ 8 kn;;;;;;;;;;;
490;32.08 m;2004;22 kn;6.81 m;176;6;5;https://www.worthavenueyachts.com/yachts-for-sale/anjilis/;;ANJILIS;Motor Yacht;;Holland Jachtbouw;;;;32.08 metres;27.2 metres;6.81 metres;1.93 metres;176;103;2004;53;Semi Displacement;;22 kn;17 kn;6813 litres;1320.86 litres;MTU;3600hp;Aluminium;Aluminium;Teak;6;3;1;1;1;2;750 nm;@ 17 kn;;;;;;;;;;;
491;30 m;2021;13.5 kn;7.35 m;219;10;5;https://www.fraseryachts.com/;;EZGY;Motor Yacht;B30;Blaundus Yachts;;Unique Yacht Design;;30 metres;;7.35 metres;2.25 metres;219;;2021;NB001;Full Displacement;RINA;13.5 kn;10 kn;;;MAN;;Steel;Aluminium;Teak;10;5;2;3;;3;4150 nm;@ 9 kn;;;;;;;;;;;
492;31 m;2014;29 kn;7.1 m;199;8;5;https://www.burgessyachts.com/en/buy-a-yacht/yachts-for-sale/chloe-i-10000778;;CHLOE I;Motor Yacht;SL104;Sanlorenzo;;Francesco Paszkowski Design;Francesco Paszkowski Design;31 metres;;7.1 metres;2 metres;199;;2014;SL104/13;Deep V / Planing;;29 kn;12 kn;2000 litres;2800 litres;MTU;4800hp;GRP;GRP;Teak;8;4;1;;2;2;1406 nm;@ 11 kn;1;;;;;;;;;;
493;38.22 m;2023;23 kn;7.9 m;299;10;6;https://www.burgessyachts.com/en/buy-a-yacht/yachts-for-sale/azimut-grande-38-tri-deck-38-19-10001754;;AZIMUT GRANDE 38/19;Motor Yacht;Grande Trideck;Azimut;;;;38.22 metres;;7.9 metres;1.85 metres;299;195;2023;38M/19;Semi Displacement;RINA;23 kn;20 kn;23000 litres;4000 litres;MTU;4800hp;GRP;Carbon Fibre,GRP;Teak;10;5;1;2;2;3;;;;;;;;;;;;;
494;37.49 m;2005;14 kn;8.23 m;170;8;6;https://www.denisonyachtsales.com/yacht-listings/Anemoi-123-Fitzroy-Sloop-2005-Savannah-Georgia/8699773;;ANEMOI;Sail Yacht;Sloop;Fitzroy Yachts;Dubois Naval Architects;Dubois Naval Architects;RWD;37.49 metres;30.66 metres;8.23 metres;4.24 metres;170;173;2005;FY04;Monohull;LR;14 kn;12 kn;15701.89 litres;5401.78 litres;Caterpillar;700hp;Aluminum;Aluminium;Teak;8;4;1;1;2;;4000 nm;@ 10 kn;;;;;;;;;;;
495;22.8 m;2022;12 kn;10.8 m;;8;;http://www.burgessyachts.com/;;STYLIA;Motor Yacht;;Sunreef Yachts;;;;22.8 metres;;10.8 metres;3.2 metres;;87;2022;;;;12 kn;9 kn;;;John Deere;;;;;8;4;;;;;;;;;;;;;;;;;
496;19 m;2026;14 kn;;;9;;https://www.oceanindependence.com/yachts-for-sale/yacht/soel-senses-62;;SOEL SENSES 62;Motor Yacht;Soel Senses 62;Soel Yachts;;;;19 metres;;;;;;2026;;;;14 kn;10 kn;;;;;;;;9;;;;;;;;;;;;;;;;;;
497;34.61 m;2024;14 kn;7.6 m;298;12;7;https://www.twwyachts.com/yachts-for-sale/aes-35m-project-nb066-321836/;;PROJECT NB066;Motor Yacht;;AES Yacht;;;;34.61 metres;32.45 metres;7.6 metres;2.25 metres;298;279;2024;NB066;Full Displacement;;14 kn;11.5 kn;30074 litres;6700 litres;MAN;1600hp;Steel;Aluminium;Teak;12;6;1;2;2;3;3800 nm;@ 11.5 kn;;;;;;;;;;;
498;26.97 m;2006;45 kn;6.15 m;122;8;3;https://www.northropandjohnson.com/yachts-for-sale/nami-86-azimut;Price from €35,000 p/w •;NAMI;Motor Yacht;86S Open;Azimut;;;;26.97 metres;19.98 metres;6.15 metres;1.35 metres;122;58;2006;AZ 86S/23;Deep V / Planing;;45 kn;40 kn;5900 litres;1060 litres;MTU;4000hp;GRP;GRP;GRP,Teak;8;4;1;1;2;2;240 nm;@ 35 kn;1;2011-01-01;;;;;;;;;
499;55 m;2009;13 kn;8.14 m;157;10;8;https://y.co/yacht/elena;Price from €100,000 p/w •;ELENA;Sail Yacht;;FNM;;;;55 metres;29.6 metres;8.14 metres;5.2 metres;157;215;2009;Y0103;Monohull;LR;13 kn;10 kn;;;;;Steel;Steel;Teak;10;5;1;1;2;;3000 nm;@ 10 kn;1;;;;;;;;;;
500;33.5 m;1921;9 kn;6.29 m;147;9;5;https://www.fraseryachts.com/;;NO.6 TEXEL;Sail Yacht;;Piet M. Smit Jr.;;;;33.5 metres;24 metres;6.29 metres;3.85 metres;147;185;1921;299;Monohull;;9 kn;8 kn;;;Deutz;300hp;Steel;Teak;Teak;9;;;;;;1200 nm;@ 8 kn;;1955-01-01,2003-01-01,1991-01-01;;;;;;;;;
501;114.5 m;2003;20 kn;17.2 m;5317;18;46;https://www.burgessyachts.com/en/buy-a-yacht/yachts-for-sale/pelorus-00000967;;PELORUS;Motor Yacht;;Lurssen;;Tim Heywood;Terence Disdale;114.5 metres;97.02 metres;17.2 metres;4.66 metres;5317;;2003;13600;Full Displacement;DNV;20 kn;18 kn;280000 litres;100000 litres;Wartsila;10600hp;Steel;Aluminium,Steel;Teak;18;9;1;;;4;6000 nm;@ 12 kn;;2020-07-17,2019-12-30;;;;;;;;;
502;36.45 m;2017;31 kn;7.4 m;235;10;6;https://www.superyachtsmonaco.com/sales/clorinda;;CLORINDA;Motor Yacht;120;ISA;;;;36.45 metres;30 metres;7.4 metres;1.52 metres;235;173;2017;120.11;Deep V / Planing;RINA - Built to MCA;31 kn;24 kn;24000 litres;4100 litres;MPU;7200hp;GRP;GRP;Teak;10;5;1;2;2;2;550 nm;@ 25 kn;1;2022-01-01, 2023-01-01;;;;;;;;;
503;30.4 m;2014;16.5 kn;7.48 m;206;12;5;https://www.ypiyachts.com/en/buy-a-yacht/motor-yachts/gatsby-30m-99ft;Price from €70,000 p/w •;GATSBY;Motor Yacht;N30;Filippetti Yachts;;;;30.4 metres;26.5 metres;7.48 metres;2 metres;206;140;2014;;Full Displacement;RINA;16.5 kn;13.5 kn;25000 litres;4500 litres;MTU;2400hp;Steel;Aluminium;Teak;12;6;1;2;2;3;3900 nm;@ 10 kn;1;;;;;;;;;;
504;41.45 m;1999;19 kn;8.53 m;398;10;8;https://www.denisonyachtsales.com/yacht-listings/Fortitude-136-Intermarine-136-Tri-deck-Motor-Yacht-1999-Fort-Lauderdale-Florida/8679630;;FORTITUDE;Motor Yacht;136 Tri-Deck Motor Yacht;Intermarine - USA;Setzer Yacht Architects, Paragon Design;Luiz De Basto;Marc Michaels;41.45 metres;35.1 metres;8.53 metres;2.11 metres;398;233;1999;2409;Semi Displacement;RINA;19 kn;10.5 kn;43532.24 litres;6056.66 litres;MTU;4570hp;Fiberglass;GRP;Teak;10;5;1;2;1;3;3 nm;@ 10.5 kn;1;2001-01-01;;;;;;;;;
505;32 m;2022;40 kn;7.56 m;139;10;5;https://iyc.com/yachts/italcraft-maxi-drago-105/?source=fleet;;ITALCRAFT MAXI DRAGO 105;Motor Yacht;Maxidrago 105;Italcraft;;;;32 metres;;7.56 metres;1.3 metres;139;82;2022;105/4;Deep V / Planing;RINA;40 kn;36 kn;10000 litres;1500 litres;MTU;4800hp;GRP;GRP;Teak;10;4;1;1;2;2;;;1;;;;;;;;;;
506;48.24 m;2022;12 kn;8.39 m;350;12;9;https://iyc.com/yachts/clase-azul/;;CLASE AZUL;Sail Yacht;;Radež;;;;48.24 metres;;8.39 metres;2.63 metres;350;;2022;59;Monohull;CRS;12 kn;9 kn;;;Cummins;900hp;Steel;Steel;Teak;12;6;1;4;;;;;1;;;;;;;;;;
507;29.26 m;2022;;7.32 m;180;10;5;https://www.blueoceansyachting.com/brokerage-yacht-listings/details/pearl-%2896%29/r/recaAQWMyDPUFCe7l;;PEARL-96;Motor Yacht;;Sanlorenzo;;;;29.26 metres;;7.32 metres;2.1 metres;180;;2022;;;;;13 kn;;;Cats;;;;;10;5;;3;2;;;;;;;;;;;;;;
508;24.99 m;2018;52 kn;5.51 m;87;16;2;https://www.denisonyachtsales.com/yacht-listings/Humble-&-Hungry-82-Pershing-82-Vhp-2018-Fort-Lauderdale-Florida/8608372;;HUMBLE & HUNGRY;Motor Yacht;82 VHP;Pershing;Ferretti Engineering Department;Fulvio De Simoni;Fulvio De Simoni;24.99 metres;18.55 metres;5.51 metres;1.4 metres;87;65.6;2018;82021;Deep V / Planing;;52 kn;45 kn;5950.67 litres;1298.4 litres;MTU;5276hp;Fiberglass;GRP;Teak;16;3;1;1;2;2;356.74 nm;@ 40 kn;1;;;;Sports/Open Motor Yacht, Planing Fast Yacht;;;;;;
509;17.37 m;2007;23 kn;5.21 m;53;4;;https://www.fraseryachts.com/;;MAHALO;Motor Yacht;;McKinna;;;;17.37 metres;;5.21 metres;1.32 metres;53;;2007;;;;23 kn;19 kn;;;Cummins;;;;;4;2;;;;;;;;;;;;;;;;;
510;60 m;2009;15 kn;11.43 m;1182;12;15;https://www.burgessyachts.com/en/buy-a-yacht/yachts-for-sale/caipirinha-00005892;;CAIPIRINHA;Motor Yacht;;Lurssen;;Espen Oeino International;Mark Berryman;60 metres;51.77 metres;11.43 metres;3.5 metres;1182;1071;2009;13657;Full Displacement;LR;15 kn;12 kn;160000 litres;30000 litres;Caterpillar;3958hp;Steel;Aluminium;Teak;12;6;1;5;;3;7000 nm;@ 12 kn;;2017-01-16;;;;;;;;;
511;30.7 m;2000;28 kn;6.48 m;147;8;4;https://www.oceanindependence.com/yachts-for-sale/yacht/zabava;;ZABAVA;Motor Yacht;;Heesen Yachts;;;;30.7 metres;24.8 metres;6.48 metres;1.8 metres;147;90;2000;107 30;Semi Displacement;;28 kn;25 kn;17300 litres;5405 litres;MTU;3600hp;Aluminium;Aluminium;Teak;8;4;1;;2;2;1800 nm;@ 12 kn;1;2019-04-01,2010-03-01,2021-08-07;;;;;;;;;
512;33.53 m;2004;24 kn;6.1 m;171;8;5;https://www.denisonyachtsales.com/yacht-listings/Il-Capo-110-Broward-Motor-Yacht-2004-Fort-Lauderdale-Florida/7928599;Price from $49,000 p/w •;IL CAPO;Motor Yacht;Motor Yacht;Broward Marine;Donald L. Blount;Broward Marine;Luiz De Basto;33.53 metres;28.65 metres;6.1 metres;1.96 metres;171;;2004;268;Semi Displacement;;24 kn;18 kn;35961.42 litres;4542.5 litres;Caterpillar;2700hp;Aluminum;Aluminium;Aluminium,Teak;8;4;1;1;1;2;2400 nm;@ 13 kn;1;;;;Semi-displacement;;;;;;
513;16.65 m;2009;32 kn;4.9 m;;7;;https://www.superyachtsmonaco.com/sales/mochi-craft-dolphin-54;;MOCHI CRAFT DOLPHIN 54;Motor Yacht;;;;;;16.65 metres;;4.9 metres;1.42 metres;;;2009;;;;32 kn;20 kn;;;;;;;;7;3;;;;;281 nm;;;;;;;;;;;;
514;25.8 m;1969;12 kn;5.09 m;86;8;4;https://www.northropandjohnson.com/;Price from €35,000 p/w •;MONARA;Motor Yacht;;Feadship;;;;25.8 metres;22.62 metres;5.09 metres;1.73 metres;86;120;1969;597;Full Displacement;;12 kn;10 kn;9500 litres;4500 litres;Gardner;460hp;Steel;Aluminium,Steel;Teak;8;4;1;;3;2;1200 nm;@ 10 kn;;2015-12-01,1982-01-01;;;;;;;;;
515;40 m;2010;15 kn;8 m;390;12;7;https://www.burgessyachts.com/en/buy-a-yacht/yachts-for-sale/serenity-ii-00004914;;SERENITY II;Motor Yacht;;Mengi-Yay;;;;40 metres;37.22 metres;8 metres;2 metres;390;380;2010;66;Full Displacement;RINA;15 kn;12 kn;47452 litres;6192 litres;Caterpillar;2230hp;Steel;Aluminium;Teak;12;5;1;;2;3;;;2;;;;;;;;;;
516;26.44 m;1997;35 kn;6.07 m;102;8;3;https://www.fraseryachts.com/;Price from €32,000 p/w •;STARTUP;Motor Yacht;27 Sport;- Arno;;;;26.44 metres;20.61 metres;6.07 metres;1.13 metres;102;68;1997;118/4;Deep V / Planing;BV;35 kn;27 kn;8000 litres;2000 litres;MTU;3600hp;GRP;GRP;GRP,Teak;8;3;1;1;1;2;350 nm;@ 32 kn;1;;;;;;;;;;
517;30.48 m;2004;12 kn;7 m;173;8;4;https://www.northropandjohnson.com/;;FANCY;Sail Yacht;;Custom;;Gilles Vaton;Gilles Vaton;30.48 metres;26.3 metres;7 metres;4.52 metres;173;52;2004;43;Monohull;BV;12 kn;10 kn;;;Caterpillar;315hp;GRP;GRP;Teak;8;;;;;;;;;2022-01-01;;;;;;;;;
518;37.8 m;1998;20 kn;7.86 m;288;8;5;https://www.rjcyachts.com/;;MURPHY'S LAW;Motor Yacht;Delta 124;Delta Marine;Delta Design;Delta Design;Claude-Andre Piquette, A La Mer;37.8 metres;33.83 metres;7.86 metres;1.83 metres;288;186;1998;110-007;Semi Displacement;;20 kn;16 kn;37850 litres;3785 litres;Detroit Diesel;2900hp;GRP;GRP;GRP,Teak;8;4;1;1;2;3;2500 nm;@ 12 kn;1;;;;Semi-displacement;;;;;;
519;28.54 m;2005;12 kn;6.4 m;;8;4;https://www.ypiyachts.com/en/luxury-yacht-for-sale/sailing-yachts/inti-cube-wally-yachts-29m-94ft-4003291;;INTI CUBE;Sail Yacht;94;Wally;German Frers;Wally, Luca Bassani Design;Wally, Luca Bassani Design;28.54 metres;26.68 metres;6.4 metres;4.2 metres;;45;2005;94.4 FR;Monohull;RINA;12 kn;10 kn;1800 litres;1200 litres;Cummins;250hp;Carbon;Carbon;Teak,Carbon;8;4;1;2;2;;750 nm;@ 10 kn;;2016-01-01;;;Monohull;;;;;;
520;32 m;2007;15 kn;7.44 m;290;8;4;https://camperandnicholsons.com/luxury-sailing-yacht-for-sale/idle-cnb-2007;;IDLE;Sail Yacht;;CNB;;;;32 metres;28.6 metres;7.44 metres;4 metres;290;98;2007;50;Monohull;BV;15 kn;12.5 kn;5200 litres;2800 litres;Cummins;400hp;GRP;GRP;Teak;8;;;;;;;;;;;;;;;;;;
521;43.25 m;2014;16 kn;8.6 m;381;10;7;https://smartyachts.com/buy/queen-alla/;;QUEEN ALLA;Motor Yacht;GT 43;ISA;;;;43.25 metres;;8.6 metres;2 metres;381;;2014;430.1;Full Displacement;BV;16 kn;15 kn;59000 litres;8600 litres;Caterpillar;2600hp;;;;10;5;1;2;2;2;3100 nm;@ 12 kn;;;;;;;;;;;
522;55.2 m;;;8.6 m;499;12;10;https://www.twwyachts.com/yachts-for-sale/admiral-55-s-force-project-silver-star-314207/;;PROJECT SILVER STAR;Motor Yacht;;Admiral - The Italian Sea Group;;;;55.2 metres;;8.6 metres;;499;;;;Aluminium Alloy;RINA;;;63000 litres;16000 litres;CAT C32 Acert;;;;;12;6;;;;;;;;;;;;;;;;;
523;38.52 m;2011;;7.19 m;;;;https://www.simpsonmarine.com/yachts/Versilcraft-Planet%20128-8198349/?currency=USD;;VERSILCRAFT PLANET 128;Motor Yacht;Planet 128;Versilcraft;;;;38.52 metres;;7.19 metres;;;;2011;;;;;20 kn;31300 litres;4085 litres;Caterpillar;3600hp;;;;;;;;;;;;;;;;;;;;;;
524;24 m;1995;11 kn;5.44 m;;6;2;https://www.bernard-gallay.com/buy-yacht-for-sale/capricorno;;CAPRICORNO;Sail Yacht;;McConaghy Boats;;;;24 metres;;5.44 metres;4.2 metres;;28;1995;;Monohull;;11 kn;10 kn;1050 litres;900 litres;Yanmar;160hp;GRP;GRP;GRP;6;3;1;;2;;;;;2005-01-01;;;;;;;;;
525;26.8 m;2008;12 kn;6 m;43;6;3;https://www.fraseryachts.com/;;VINTAGE I;Sail Yacht;;Nereids;;;Yacht Studio Strawinski;26.8 metres;18.5 metres;6 metres;3.05 metres;43;43;2008;73;Monohull;BV;12 kn;10 kn;2000 litres;1500 litres;MAN;230hp;Aluminium;Aluminium;Teak;6;3;;;;;1500 nm;;;2020-01-01;;;;;;;;;
526;37.79 m;2012;;7.97 m;;;;https://www.simpsonmarine.com/yachts/Sanlorenzo-SD122-6382692/?currency=USD;;SANLORENZO SD122;Motor Yacht;SD122;Sanlorenzo;;;;37.79 metres;;7.97 metres;2.31 metres;;;2012;;;;;11 kn;34197 litres;4996.7 litres;Caterpillar;1622hp;;;;;;;;;;;;;;;;;;;;;;
527;41.8 m;2024;16 kn;8.5 m;499;10;7;https://camperandnicholsons.com/luxury-motor-yacht-for-sale/doge-line-400-gt-01-ocean-king-2023;;DOGE 400;Motor Yacht;DOGE 400 GT;Ocean King;;;;41.8 metres;35.65 metres;8.5 metres;2.4 metres;499;335;2024;68;Full Displacement;;16 kn;13 kn;55000 litres;15000 litres;MAN;2900hp;Steel;Aluminium;Teak;10;5;1;2;2;3;5500 nm;@ 10 kn;;;;;;;;;;;
528;34.14 m;2001;25 kn;7.13 m;198;8;5;https://www.northropandjohnson.com/yachts-for-sale/superstar-112-westport;;SUPERSTAR;Motor Yacht;112;Westport;;;;34.14 metres;29.5 metres;7.13 metres;1.68 metres;198;107;2001;7701;Semi Displacement;;25 kn;22 kn;20817 litres;4068 litres;MTU;3600hp;GRP;GRP;GRP,Teak;8;4;1;2;1;2;2500 nm;@ 12 kn;1;;;;;;;;;;
529;42.37 m;1982;14 kn;7.65 m;331;10;9;https://www.northropandjohnson.com/;Price from €150,000 p/w •;SYNTHESIS 66;Motor Yacht;;Feadship;;;;42.37 metres;35.97 metres;7.65 metres;2.29 metres;331;;1982;625;Full Displacement;LR;14 kn;12 kn;44857 litres;10012 litres;Caterpillar;1150hp;Steel;Aluminium;Teak;10;5;1;;3;3;3500 nm;@ 12.5 kn;1;2004-01-01,2001-01-01,2008-01-01;;;;;;;;;
530;49.98 m;2018;14 kn;9 m;499;12;11;https://www.ypiyachts.com/en/buy-a-yacht/motor-yachts/stern-49m-162ft;;STERN;Motor Yacht;165;Wider;;;;49.98 metres;;9 metres;1.98 metres;499;375;2018;2;Full Displacement;RINA;14 kn;13 kn;45000 litres;13000 litres;;1424hp;Aluminium;Aluminium;;12;5;1;2;2;3;5400 nm;@ 10 kn;;2022-04-22,2019-09-09,2021-01-07;;;;;;;;;
531;52.3 m;2008;15.5 kn;9 m;642;10;13;https://camperandnicholsons.com/luxury-motor-yacht-for-sale/were-dreams-amels-bv-holland-2008;;WERE DREAMS;Motor Yacht;LE 171;Amels;;;;52.3 metres;46.9 metres;9 metres;3.15 metres;642;706;2008;453;Full Displacement;LR;15.5 kn;13 kn;115000 litres;17000 litres;MTU;2854hp;Steel;Aluminium;Teak;10;6;1;2;2;3;4500 nm;@ 13 kn;1;2022-04-15,2022-10-04,2022-05-21;;;;;;;;;
532;21.75 m;2010;;5.95 m;;6;;https://www.bernard-gallay.com/buy-yacht-for-sale/ichtus;;ICHTUS;Sail Yacht;Futuna 70;;Marc Lombard;;;21.75 metres;20.5 metres;5.95 metres;2.95 metres;;31;2010;;Monohull;;;8 kn;1200 litres;1500 litres;Yanmar;200hp;Aluminium;Composite;Composite;6;3;1;2;;;800 nm;@ 8 kn;;;;;;;;;;;
533;25.13 m;2002;10 kn;6.22 m;65;6;2;https://www.bernard-gallay.com/buy-yacht-for-sale/ikigai;;IKIGAI;Sail Yacht;;JFA Yachts;;;;25.13 metres;22.5 metres;6.22 metres;3.5 metres;65;43;2002;14;Monohull;DNV;10 kn;9 kn;1500 litres;1400 litres;Yanmar;240hp;Aluminium;Aluminium;Teak;6;3;1;;2;;540 nm;@ 9 kn;;2018-07-01;;;;;;;;;
534;70 m;2020;17 kn;11 m;1442;12;15;https://www.fraseryachts.com/;;ALFA;Motor Yacht;;Benetti;;Azimut | Benetti;Laura Pomponi;70 metres;;11 metres;3.4 metres;1442;1400;2020;FB273;Full Displacement;LR | BV;17 kn;15 kn;115000 litres;20000 litres;Caterpillar;4732hp;Steel;Aluminium;Teak;12;6;;;;4;5000 nm;@ 12 kn;;;;;Displacement;;;;;;
535;28.14 m;2004;32 kn;6.3 m;89;8;3;https://sieckmann-yachts.de/en/aus_vorbesitz/sunseeker-94-yacht/;;SUNSEEKER 94;Motor Yacht;Model 94;Sunseeker;;;;28.14 metres;21.03 metres;6.3 metres;1.91 metres;89;64;2004;;Deep V / Planing;;32 kn;24 kn;8500 litres;1500 litres;MAN;3600hp;GRP;GRP;Teak;8;4;1;2;2;2;450 nm;@ 22 kn;1;2019-01-01;;;;;;;;;
536;18.11 m;;22 kn;5.28 m;30;8;;https://www.fraseryachts.com/;;JANABANANA;Motor Yacht;;Meridian;;;;18.11 metres;;5.28 metres;1.5 metres;30;;;;;;22 kn;12 kn;;;Cummins;;;;;8;3;;;;;;;;;;;;;;;;;
537;20 m;1990;12 kn;5.59 m;62;7;;https://www.fraseryachts.com/;;VOYAGER;Motor Yacht;;Seaton Yachts;;;;20 metres;;5.59 metres;2.44 metres;62;;1990;;;;12 kn;8 kn;;;Caterpillar;322hp;;;;7;4;;;;;5000 nm;;;2005-01-01;;;;;;;;;
538;33.83 m;1992;16 kn;7.54 m;208;10;4;https://www.fraseryachts.com/;;SEYCHELLE;Motor Yacht;;Northcoast;Jack Sarin;Jack Sarin;Tom Henderson, Patty Bennett;33.83 metres;28.96 metres;7.54 metres;1.83 metres;208;147;1992;9201;Semi Displacement;AB;16 kn;11 kn;23848 litres;3407 litres;Detroit Diesel;;GRP;GRP;GRP,Teak;10;5;1;3;;3;2000 nm;@ 12 kn;1;2006-01-01;;;;;;;;;
539;22.68 m;;33 kn;5.69 m;51;8;2;https://www.fraseryachts.com/;;MAHARANI;Motor Yacht;;Fairline;;Fairline;Fairline;22.68 metres;;5.69 metres;1.68 metres;51;;;;;;33 kn;22 kn;;;;;;;;8;4;;;;;350 nm;;;;;;;;;;;;
540;23.77 m;2001;29 kn;6.1 m;119;6;2;https://www.fraseryachts.com/;;MAHANA;Motor Yacht;82;West Bay Sonship;;Jack Sarin;;23.77 metres;;6.1 metres;1.65 metres;119;;2001;70-11;Semi Displacement;;29 kn;21 kn;10410 litres;1514 litres;MTU;2700hp;GRP;GRP;GRP,Teak;6;4;1;1;2;3;1200 nm;@ 10 kn;1;;;;;;;;;;
541;25.91 m;2001;29 kn;6.15 m;120;10;3;https://www.fraseryachts.com/;;H2;Motor Yacht;85 Ultimate;Azimut;;;Stefano Righini;25.91 metres;21.76 metres;6.15 metres;1.83 metres;120;66;2001;AZ 85/68;Deep V / Planing;;29 kn;22 kn;7800 litres;1700 litres;MTU;3000hp;GRP;GRP;Teak;10;4;1;;2;2;420 nm;@ 25 kn;1;2015-01-01;;;;;;;;;
542;27.43 m;2006;25 kn;6.45 m;156;10;2;https://www.fraseryachts.com/;Price from $39,000 p/w •;WINDWARD;Motor Yacht;88;Cheoy Lee;;Tom Fexas;Argonautica Yacht Interiors;27.43 metres;;6.45 metres;1.68 metres;156;71;2006;4891;Semi Displacement;;25 kn;20 kn;;;Caterpillar;3100hp;GRP;GRP;Teak;10;5;1;2;1;2;1500 nm;;1;;;;;;;;;;
543;32.31 m;2005;17 kn;7.16 m;220;6;4;https://www.denisonyachtsales.com/yacht-listings/Almost-There-106-Horizon-Widebody-Tri-deck-2005-San-Diego-California/8564156;;ALMOST THERE;Motor Yacht;Widebody Tri-Deck;Horizon;Horizon;Horizon;Horizon;32.31 metres;28.77 metres;7.16 metres;1.98 metres;220;;2005;105-310;Semi Displacement;;17 kn;12 kn;15898.73 litres;4542.5 litres;Caterpillar;3100hp;Fiberglass;GRP;Teak;6;3;1;1;2;3;1500 nm;@ 12 kn;1;;;;Semi-displacement;;;;;;
544;50.8 m;2009;16 kn;9.3 m;499;10;12;https://www.ypiyachts.com/en/buy-a-yacht/motor-yachts/mrs-l-50m-166ft;;MRS L;Motor Yacht;;Mondomarine;;;;50.8 metres;;9.3 metres;2.6 metres;499;;2009;56;Semi Displacement;LR;16 kn;14 kn;85000 litres;16000 litres;MTU;4960hp;Steel;Aluminium;Teak;10;5;1;2;2;3;4000 nm;@ 12 kn;;2021-01-01, 2009-01-01;;;;;;;;;
